data,bioma,t2m,t2m_max,rh2m,prectotcorr,ws2m,dias_sem_chuva,vegetacao,indice_risco,classe_risco
2024-05-30,Pantanal,26.5,32.2,45.0,0.0,2.4,1,0.8,71.1,Alto
2024-05-31,Pantanal,26.4,34.2,42.3,0.0,2.9,2,0.8,78.4,Critico
2024-06-01,Pantanal,25.8,31.9,42.6,0.0,3.1,3,0.8,75.9,Critico
2024-06-02,Pantanal,31.2,36.5,48.6,7.4,1.9,0,0.8,63.6,Alto
2024-06-03,Pantanal,28.2,33.5,47.8,0.0,2.2,1,0.8,71.6,Alto
2024-06-04,Pantanal,26.8,32.6,52.9,0.0,3.9,2,0.8,70.9,Alto
2024-06-05,Pantanal,25.1,31.6,50.9,0.0,3.5,3,0.8,71.3,Alto
2024-06-06,Pantanal,24.7,30.6,44.0,0.0,3.5,4,0.8,74.9,Alto
2024-06-07,Pantanal,28.1,34.4,51.8,0.0,2.3,5,0.8,77.6,Critico
2024-06-08,Pantanal,28.7,33.9,47.0,4.2,1.4,0,0.8,64.0,Alto
2024-06-09,Pantanal,26.6,32.4,40.9,15.6,3.4,0,0.8,49.9,Moderado
2024-06-10,Pantanal,27.4,34.6,50.0,0.0,2.7,1,0.8,73.0,Alto
2024-06-11,Pantanal,25.2,32.6,47.7,0.0,2.4,2,0.8,71.9,Alto
2024-06-12,Pantanal,26.7,33.2,56.5,3.3,3.1,0,0.8,60.9,Alto
2024-06-13,Pantanal,26.2,30.7,47.8,0.0,2.5,1,0.8,67.0,Alto
2024-06-14,Pantanal,28.7,34.5,47.7,6.1,4.1,0,0.8,65.0,Alto
2024-06-15,Pantanal,28.3,34.8,46.1,0.7,2.6,0,0.8,72.8,Alto
2024-06-16,Pantanal,29.2,35.7,42.0,0.0,2.9,1,0.8,79.6,Critico
2024-06-17,Pantanal,28.3,35.2,41.8,5.8,2.2,0,0.8,67.7,Alto
2024-06-18,Pantanal,29.4,36.8,39.8,0.0,4.0,1,0.8,84.2,Critico
2024-06-19,Pantanal,30.2,36.8,46.9,5.9,2.5,0,0.8,68.0,Alto
2024-06-20,Pantanal,30.1,36.9,43.9,0.0,2.6,1,0.8,80.4,Critico
2024-06-21,Pantanal,27.7,33.5,43.5,0.0,1.7,2,0.8,75.0,Critico
2024-06-22,Pantanal,25.5,33.4,49.0,0.0,3.2,3,0.8,75.2,Critico
2024-06-23,Pantanal,27.5,34.3,32.6,0.0,2.1,4,0.8,86.1,Critico
2024-06-24,Pantanal,26.8,33.5,47.9,5.0,2.7,0,0.8,63.1,Alto
2024-06-25,Pantanal,26.3,30.6,34.2,0.0,2.6,1,0.8,74.4,Alto
2024-06-26,Pantanal,29.9,37.5,46.3,4.4,2.9,0,0.8,72.3,Alto
2024-06-27,Pantanal,32.2,37.5,41.6,0.0,3.3,1,0.8,83.6,Critico
2024-06-28,Pantanal,27.9,32.7,40.8,0.3,3.5,0,0.8,73.6,Alto
2024-06-29,Pantanal,31.8,35.9,47.9,4.6,2.6,0,0.8,67.9,Alto
2024-06-30,Pantanal,32.4,37.5,46.9,7.1,1.5,0,0.8,66.3,Alto
2024-07-01,Pantanal,32.1,39.1,47.6,0.0,2.6,1,0.8,82.3,Critico
2024-07-02,Pantanal,29.3,37.2,35.7,0.0,3.6,2,0.8,88.2,Critico
2024-07-03,Pantanal,31.6,38.1,42.9,0.0,4.0,3,0.8,88.0,Critico
2024-07-04,Pantanal,28.1,34.7,43.6,0.0,4.0,4,0.8,83.1,Critico
2024-07-05,Pantanal,29.4,36.2,34.8,1.4,4.1,0,0.8,82.2,Critico
2024-07-06,Pantanal,27.8,34.8,40.5,0.0,2.8,1,0.8,78.7,Critico
2024-07-07,Pantanal,32.5,37.1,34.2,0.0,4.7,2,0.8,90.2,Critico
2024-07-08,Pantanal,29.2,34.8,42.8,0.0,1.4,3,0.8,79.0,Critico
2024-07-09,Pantanal,28.4,33.8,34.7,0.0,3.6,4,0.8,85.9,Critico
2024-07-10,Pantanal,32.5,36.9,38.7,0.0,3.0,5,0.8,90.1,Critico
2024-07-11,Pantanal,29.2,37.0,39.2,0.0,2.3,6,0.8,90.8,Critico
2024-07-12,Pantanal,30.3,34.9,36.3,2.7,3.0,0,0.8,75.8,Critico
2024-07-13,Pantanal,32.3,36.8,36.9,0.0,2.8,1,0.8,84.3,Critico
2024-07-14,Pantanal,30.5,37.2,44.2,0.0,5.3,2,0.8,85.6,Critico
2024-07-15,Pantanal,33.6,37.8,31.6,0.0,3.4,3,0.8,92.9,Critico
2024-07-16,Pantanal,30.6,37.3,43.1,0.0,2.4,4,0.8,86.1,Critico
2024-07-17,Pantanal,30.7,35.1,41.9,0.0,3.1,5,0.8,85.3,Critico
2024-07-18,Pantanal,28.6,34.3,41.8,0.0,5.2,6,0.8,88.0,Critico
2024-07-19,Pantanal,32.6,37.6,39.6,1.5,3.5,0,0.8,81.3,Critico
2024-07-20,Pantanal,27.7,34.6,41.1,2.2,4.2,0,0.8,74.8,Alto
2024-07-21,Pantanal,30.0,37.3,32.3,0.0,2.3,1,0.8,87.1,Critico
2024-07-22,Pantanal,30.8,34.8,45.7,0.0,3.5,2,0.8,78.3,Critico
2024-07-23,Pantanal,27.5,35.5,40.9,0.0,4.2,3,0.8,84.6,Critico
2024-07-24,Pantanal,35.1,39.6,30.6,0.0,3.4,4,0.8,98.3,Critico
2024-07-25,Pantanal,31.1,36.2,33.6,0.0,2.6,5,0.8,91.2,Critico
2024-07-26,Pantanal,29.8,34.5,35.2,0.0,5.2,6,0.8,92.0,Critico
2024-07-27,Pantanal,34.3,38.6,33.3,0.6,4.1,0,0.8,88.6,Critico
2024-07-28,Pantanal,33.6,39.4,36.7,0.0,3.4,1,0.8,89.8,Critico
2024-07-29,Pantanal,32.6,38.1,31.9,0.0,3.2,2,0.8,91.5,Critico
2024-07-30,Pantanal,31.4,37.3,32.6,0.0,3.4,3,0.8,91.5,Critico
2024-07-31,Pantanal,30.1,36.5,42.3,0.0,5.1,4,0.8,88.4,Critico
2024-08-01,Pantanal,30.2,34.8,27.9,0.1,5.2,0,0.8,86.8,Critico
2024-08-02,Pantanal,33.3,38.2,33.4,0.0,3.5,1,0.8,89.6,Critico
2024-08-03,Pantanal,35.5,40.1,24.8,0.1,2.9,0,0.8,95.3,Critico
2024-08-04,Pantanal,35.7,41.8,28.9,2.4,3.0,0,0.8,92.7,Critico
2024-08-05,Pantanal,28.3,35.5,43.3,0.0,4.2,1,0.8,80.1,Critico
2024-08-06,Pantanal,29.4,35.9,31.1,0.0,1.9,2,0.8,86.4,Critico
2024-08-07,Pantanal,32.4,38.2,31.6,0.0,4.3,3,0.8,94.7,Critico
2024-08-08,Pantanal,29.5,35.0,36.8,0.0,1.4,4,0.8,84.2,Critico
2024-08-09,Pantanal,31.9,39.1,19.9,0.0,3.6,5,0.8,100.0,Critico
2024-08-10,Pantanal,34.8,40.7,37.1,0.0,1.8,6,0.8,98.0,Critico
2024-08-11,Pantanal,29.2,37.0,32.6,0.0,4.1,7,0.8,98.2,Critico
2024-08-12,Pantanal,37.4,41.9,37.1,0.0,3.7,8,0.8,100.0,Critico
2024-08-13,Pantanal,35.7,40.6,29.5,0.0,3.2,9,0.8,100.0,Critico
2024-08-14,Pantanal,30.5,37.3,37.0,0.0,2.6,10,0.8,99.3,Critico
2024-08-15,Pantanal,34.5,39.0,33.4,0.0,1.8,11,0.8,100.0,Critico
2024-08-16,Pantanal,30.6,35.6,35.6,0.0,4.2,12,0.8,100.0,Critico
2024-08-17,Pantanal,35.1,39.4,38.6,0.0,3.7,13,0.8,100.0,Critico
2024-08-18,Pantanal,29.6,36.3,40.3,0.0,2.7,14,0.8,100.0,Critico
2024-08-19,Pantanal,30.8,34.9,28.1,0.0,3.0,15,0.8,100.0,Critico
2024-08-20,Pantanal,32.9,38.3,32.4,4.7,3.2,0,0.8,81.3,Critico
2024-08-21,Pantanal,32.2,38.7,34.0,4.0,3.0,0,0.8,82.0,Critico
2024-08-22,Pantanal,27.9,34.9,27.6,0.0,4.1,1,0.8,87.6,Critico
2024-08-23,Pantanal,34.7,40.7,31.9,0.0,3.0,2,0.8,95.9,Critico
2024-08-24,Pantanal,31.8,39.1,29.4,0.0,3.6,3,0.8,96.7,Critico
2024-08-25,Pantanal,36.1,42.7,32.2,13.1,4.7,0,0.8,78.5,Critico
2024-08-26,Pantanal,29.6,37.4,32.5,0.0,1.5,1,0.8,86.2,Critico
2024-08-27,Pantanal,29.6,36.3,42.8,0.0,3.5,2,0.8,82.6,Critico
2024-08-28,Pantanal,36.5,41.1,31.8,0.0,3.6,3,0.8,99.0,Critico
2024-08-29,Pantanal,27.9,35.8,31.6,0.0,3.9,4,0.8,91.5,Critico
2024-08-30,Pantanal,31.6,36.7,33.1,0.0,0.4,5,0.8,89.7,Critico
2024-08-31,Pantanal,30.7,36.9,32.7,0.0,3.9,6,0.8,96.1,Critico
2024-09-01,Pantanal,28.9,36.3,31.2,0.0,4.1,7,0.8,97.7,Critico
2024-09-02,Pantanal,34.4,38.8,30.2,0.0,2.8,8,0.8,100.0,Critico
2024-09-03,Pantanal,31.9,36.8,37.9,0.0,4.3,9,0.8,98.4,Critico
2024-09-04,Pantanal,34.0,38.5,27.2,0.0,4.5,10,0.8,100.0,Critico
2024-09-05,Pantanal,29.3,36.3,34.5,0.0,4.9,11,0.8,100.0,Critico
2024-09-06,Pantanal,30.2,38.0,32.1,0.0,4.2,12,0.8,100.0,Critico
2024-09-07,Pantanal,31.4,37.3,37.4,0.0,4.7,13,0.8,100.0,Critico
2024-09-08,Pantanal,32.0,37.3,31.8,0.0,4.7,14,0.8,100.0,Critico
2024-09-09,Pantanal,31.7,38.8,24.5,0.0,2.8,15,0.8,100.0,Critico
2024-09-10,Pantanal,30.4,36.2,30.5,0.0,3.0,16,0.8,100.0,Critico
2024-09-11,Pantanal,31.5,37.7,31.8,0.0,2.7,17,0.8,100.0,Critico
2024-09-12,Pantanal,32.7,37.8,21.9,0.0,3.9,18,0.8,100.0,Critico
2024-09-13,Pantanal,32.6,37.4,40.0,0.0,3.4,19,0.8,100.0,Critico
2024-09-14,Pantanal,30.3,36.6,30.5,0.0,4.6,20,0.8,100.0,Critico
2024-09-15,Pantanal,31.3,38.8,30.4,0.0,2.6,21,0.8,100.0,Critico
2024-09-16,Pantanal,33.5,37.9,38.1,0.0,2.2,22,0.8,100.0,Critico
2024-09-17,Pantanal,31.3,37.5,35.7,0.0,4.5,23,0.8,100.0,Critico
2024-09-18,Pantanal,32.7,37.1,38.8,30.5,3.6,0,0.8,37.4,Moderado
2024-09-19,Pantanal,33.1,39.1,35.4,0.0,3.0,1,0.8,89.5,Critico
2024-09-20,Pantanal,34.4,40.6,28.7,0.0,2.8,2,0.8,97.3,Critico
2024-09-21,Pantanal,31.0,37.6,36.0,0.0,1.3,3,0.8,87.6,Critico
2024-09-22,Pantanal,30.6,36.7,30.0,0.0,4.0,4,0.8,94.2,Critico
2024-09-23,Pantanal,31.8,38.1,35.4,0.0,4.3,5,0.8,95.7,Critico
2024-09-24,Pantanal,33.4,38.0,37.6,0.0,3.3,6,0.8,94.7,Critico
2024-09-25,Pantanal,30.0,35.0,29.5,0.0,3.7,7,0.8,95.8,Critico
2024-09-26,Pantanal,33.8,38.0,32.9,0.0,2.9,8,0.8,100.0,Critico
2024-09-27,Pantanal,34.2,40.4,48.5,0.0,2.9,9,0.8,97.3,Critico
2024-09-28,Pantanal,30.5,35.0,28.2,0.0,3.9,10,0.8,100.0,Critico
2024-09-29,Pantanal,35.0,39.6,30.0,0.0,4.4,11,0.8,100.0,Critico
2024-09-30,Pantanal,30.9,35.9,40.4,0.0,3.9,12,0.8,99.7,Critico
2024-10-01,Pantanal,33.1,40.8,29.8,0.0,2.6,13,0.8,100.0,Critico
2024-10-02,Pantanal,30.4,36.4,27.7,0.0,3.3,14,0.8,100.0,Critico
2024-10-03,Pantanal,28.2,35.3,25.5,0.0,3.0,15,0.8,100.0,Critico
2024-10-04,Pantanal,28.2,35.4,28.9,0.0,3.1,16,0.8,100.0,Critico
2024-10-05,Pantanal,30.7,35.1,31.7,0.0,2.9,17,0.8,100.0,Critico
2024-10-06,Pantanal,32.8,39.0,40.9,0.0,3.6,18,0.8,100.0,Critico
2024-10-07,Pantanal,30.0,36.6,39.8,0.0,5.1,19,0.8,100.0,Critico
2024-10-08,Pantanal,33.8,38.5,36.1,0.0,4.8,20,0.8,100.0,Critico
2024-10-09,Pantanal,31.9,37.7,32.5,0.0,4.5,21,0.8,100.0,Critico
2024-10-10,Pantanal,32.9,40.3,24.0,0.0,4.5,22,0.8,100.0,Critico
2024-10-11,Pantanal,31.7,39.6,35.1,1.6,2.0,0,0.8,85.4,Critico
2024-10-12,Pantanal,34.9,41.5,41.7,0.0,4.6,1,0.8,92.3,Critico
2024-10-13,Pantanal,31.5,36.3,40.6,0.0,4.9,2,0.8,85.5,Critico
2024-10-14,Pantanal,28.9,35.2,37.4,0.0,4.0,3,0.8,85.8,Critico
2024-10-15,Pantanal,31.0,36.8,38.2,0.0,3.9,4,0.8,89.7,Critico
2024-10-16,Pantanal,31.0,38.5,35.3,0.0,3.0,5,0.8,94.9,Critico
2024-10-17,Pantanal,30.8,36.1,37.3,0.0,2.6,6,0.8,90.6,Critico
2024-10-18,Pantanal,30.0,35.7,22.2,0.0,4.7,7,0.8,100.0,Critico
2024-10-19,Pantanal,25.1,32.3,38.7,0.0,5.4,8,0.8,89.5,Critico
2024-10-20,Pantanal,27.2,34.9,38.2,0.0,2.4,9,0.8,92.5,Critico
2024-10-21,Pantanal,34.5,38.6,46.2,0.0,6.4,10,0.8,100.0,Critico
2024-10-22,Pantanal,30.5,35.3,40.3,0.0,3.1,11,0.8,96.1,Critico
2024-10-23,Pantanal,27.6,31.8,32.9,5.9,4.0,0,0.8,68.5,Alto
2024-10-24,Pantanal,33.5,38.1,53.1,0.0,2.5,1,0.8,77.4,Critico
2024-10-25,Pantanal,30.8,35.8,28.8,0.0,4.4,2,0.8,90.5,Critico
2024-10-26,Pantanal,29.9,34.9,40.4,0.0,3.2,3,0.8,82.6,Critico
2024-10-27,Pantanal,33.8,37.8,46.1,0.0,3.4,4,0.8,86.6,Critico
2024-10-28,Pantanal,24.3,32.1,35.8,0.0,5.3,5,0.8,85.9,Critico
2024-10-29,Pantanal,29.8,34.8,38.3,0.0,5.6,6,0.8,91.3,Critico
2024-10-30,Pantanal,28.1,34.1,32.6,0.0,2.8,7,0.8,91.4,Critico
2024-10-31,Pantanal,30.9,38.6,32.8,0.0,4.0,8,0.8,100.0,Critico
2024-11-01,Pantanal,33.4,37.5,41.9,0.0,5.7,9,0.8,99.1,Critico
2024-11-02,Pantanal,28.4,34.6,50.4,0.0,3.8,10,0.8,88.5,Critico
2024-11-03,Pantanal,28.6,35.6,31.2,0.0,2.4,11,0.8,100.0,Critico
2024-11-04,Pantanal,30.1,35.9,29.5,0.0,4.0,12,0.8,100.0,Critico
2024-11-05,Pantanal,32.3,36.5,41.9,0.0,3.0,13,0.8,100.0,Critico
2024-11-06,Pantanal,27.5,33.5,34.3,0.0,3.1,14,0.8,100.0,Critico
2024-11-07,Pantanal,30.3,35.1,38.4,0.0,4.3,15,0.8,100.0,Critico
2024-11-08,Pantanal,28.2,35.2,44.5,0.0,3.2,16,0.8,100.0,Critico
2024-11-09,Pantanal,25.4,33.2,42.5,0.0,3.0,17,0.8,100.0,Critico
2024-11-10,Pantanal,25.5,32.4,44.3,0.0,3.2,18,0.8,100.0,Critico
2024-11-11,Pantanal,29.9,36.1,46.7,0.7,4.7,0,0.8,77.3,Critico
2024-11-12,Pantanal,31.8,35.9,33.0,0.0,3.3,1,0.8,85.4,Critico
2024-11-13,Pantanal,30.4,36.3,39.8,4.3,3.2,0,0.8,74.2,Alto
2024-11-14,Pantanal,26.3,33.9,33.1,5.1,2.7,0,0.8,71.8,Alto
2024-11-15,Pantanal,25.9,32.7,41.9,0.0,2.3,1,0.8,73.6,Alto
2024-11-16,Pantanal,29.7,34.0,46.6,0.0,3.9,2,0.8,76.9,Critico
2024-11-17,Pantanal,28.2,36.1,48.8,0.0,4.2,3,0.8,81.4,Critico
2024-11-18,Pantanal,32.2,36.7,43.2,0.0,3.4,4,0.8,86.2,Critico
2024-11-19,Pantanal,35.6,39.7,38.3,3.7,2.8,0,0.8,81.6,Critico
2024-11-20,Pantanal,30.3,36.0,42.9,0.0,1.5,1,0.8,78.0,Critico
2024-11-21,Pantanal,24.2,32.1,47.8,2.6,2.7,0,0.8,64.2,Alto
2024-11-22,Pantanal,31.7,36.0,40.7,0.0,3.7,1,0.8,81.9,Critico
2024-11-23,Pantanal,26.9,34.1,47.5,0.0,3.2,2,0.8,75.7,Critico
2024-11-24,Pantanal,32.6,37.5,44.6,0.0,2.6,3,0.8,84.3,Critico
2024-11-25,Pantanal,31.1,35.9,41.9,37.2,2.5,0,0.8,22.2,Baixo
2024-11-26,Pantanal,27.5,33.7,50.1,0.0,2.9,1,0.8,71.6,Alto
2024-11-27,Pantanal,30.2,36.0,44.1,0.0,3.4,2,0.8,81.2,Critico
2024-11-28,Pantanal,25.5,33.4,47.9,3.9,3.2,0,0.8,65.2,Alto
2024-11-29,Pantanal,26.3,32.1,41.4,0.0,3.1,1,0.8,73.7,Alto
2024-11-30,Pantanal,31.6,35.6,58.5,0.0,2.2,2,0.8,71.1,Alto
2024-12-01,Pantanal,26.0,32.3,53.0,2.6,2.5,0,0.8,61.5,Alto
2024-12-02,Pantanal,32.3,37.8,49.0,0.0,2.9,1,0.8,79.6,Critico
2024-12-03,Pantanal,26.9,34.6,46.5,2.7,2.6,0,0.8,69.2,Alto
2024-12-04,Pantanal,26.7,34.5,51.6,0.0,3.3,1,0.8,72.7,Alto
2024-12-05,Pantanal,28.2,32.4,43.7,9.3,0.6,0,0.8,54.5,Moderado
2024-12-06,Pantanal,27.6,33.1,37.8,0.0,2.2,1,0.8,76.4,Critico
2024-12-07,Pantanal,25.6,33.3,51.9,0.0,2.5,2,0.8,71.0,Alto
2024-12-08,Pantanal,30.1,35.5,59.4,0.0,2.0,3,0.8,71.8,Alto
2024-12-09,Pantanal,26.3,34.0,48.0,12.4,1.9,0,0.8,51.9,Moderado
2024-12-10,Pantanal,31.2,35.4,44.0,8.0,2.5,0,0.8,63.9,Alto
2024-12-11,Pantanal,32.8,37.3,42.1,0.0,3.0,1,0.8,82.6,Critico
2024-12-12,Pantanal,24.2,31.5,63.0,10.2,3.5,0,0.8,44.4,Moderado
2024-12-13,Pantanal,27.6,32.1,57.7,0.0,4.6,1,0.8,66.6,Alto
2024-12-14,Pantanal,29.0,34.3,59.8,0.0,2.1,2,0.8,68.0,Alto
2024-12-15,Pantanal,29.5,36.7,49.7,0.0,2.6,3,0.8,80.0,Critico
2024-12-16,Pantanal,28.8,34.5,47.6,0.0,3.2,4,0.8,79.6,Critico
2024-12-17,Pantanal,27.9,32.6,52.6,3.4,3.7,0,0.8,62.5,Alto
2024-12-18,Pantanal,26.5,31.1,45.4,5.4,0.9,0,0.8,57.4,Alto
2024-12-19,Pantanal,27.2,34.2,45.9,8.7,3.2,0,0.8,60.5,Alto
2024-12-20,Pantanal,27.2,32.1,55.3,0.9,3.3,0,0.8,63.4,Alto
2024-12-21,Pantanal,27.8,33.9,54.9,0.0,1.3,1,0.8,67.4,Alto
2024-12-22,Pantanal,27.2,32.4,52.8,0.0,3.5,2,0.8,70.1,Alto
2024-12-23,Pantanal,27.2,34.5,40.0,0.0,1.8,3,0.8,80.5,Critico
2024-12-24,Pantanal,30.1,35.5,54.7,0.0,3.5,4,0.8,77.8,Critico
2024-12-25,Pantanal,26.4,31.6,42.1,0.0,4.3,5,0.8,80.3,Critico
2024-12-26,Pantanal,26.5,34.1,61.0,1.7,3.7,0,0.8,63.1,Alto
2024-12-27,Pantanal,28.0,32.4,53.8,0.0,3.9,1,0.8,68.4,Alto
2024-12-28,Pantanal,23.8,30.9,47.4,11.5,4.8,0,0.8,51.5,Moderado
2024-12-29,Pantanal,27.9,32.3,44.2,0.0,2.2,1,0.8,71.5,Alto
2024-12-30,Pantanal,30.6,35.5,50.7,0.0,1.9,2,0.8,74.9,Alto
2024-12-31,Pantanal,30.0,34.1,49.5,18.5,2.9,0,0.8,43.3,Moderado
2024-01-01,Caatinga,26.5,32.4,46.8,0.0,2.1,1,0.45,63.8,Alto
2024-01-02,Caatinga,27.7,32.9,42.4,0.0,0.9,0,0.45,64.1,Alto
2024-01-03,Caatinga,25.3,31.6,47.5,0.0,1.6,1,0.45,61.4,Alto
2024-01-04,Caatinga,26.2,31.4,36.5,0.0,2.3,2,0.45,69.5,Alto
2024-01-05,Caatinga,26.1,31.4,43.5,15.3,1.6,0,0.45,38.7,Moderado
2024-01-06,Caatinga,21.6,28.6,43.5,34.1,2.1,0,0.45,6.0,Baixo
2024-01-07,Caatinga,25.1,31.0,40.5,2.9,3.2,0,0.45,60.1,Alto
2024-01-08,Caatinga,25.0,32.3,43.2,3.8,3.8,0,0.45,60.3,Alto
2024-01-09,Caatinga,22.9,28.1,39.6,0.0,2.0,1,0.45,59.9,Alto
2024-01-10,Caatinga,26.2,30.6,39.9,4.7,2.7,0,0.45,56.4,Alto
2024-01-11,Caatinga,24.4,31.4,48.1,3.0,3.7,0,0.45,57.1,Alto
2024-01-12,Caatinga,27.2,31.8,37.7,20.2,4.1,0,0.45,38.2,Moderado
2024-01-13,Caatinga,27.5,33.5,43.5,27.8,2.1,0,0.45,24.3,Baixo
2024-01-14,Caatinga,27.7,33.3,44.0,0.0,1.5,1,0.45,66.2,Alto
2024-01-15,Caatinga,22.5,30.2,41.4,0.0,2.2,2,0.45,64.5,Alto
2024-01-16,Caatinga,22.0,29.8,36.2,0.0,3.0,3,0.45,69.2,Alto
2024-01-17,Caatinga,23.6,29.4,39.5,0.0,3.7,4,0.45,69.1,Alto
2024-01-18,Caatinga,26.4,32.9,33.9,18.0,2.4,0,0.45,43.6,Moderado
2024-01-19,Caatinga,27.0,32.6,31.8,6.5,2.6,0,0.45,61.7,Alto
2024-01-20,Caatinga,27.0,32.4,44.2,0.0,1.9,1,0.45,65.0,Alto
2024-01-21,Caatinga,26.7,31.4,34.6,0.0,3.5,2,0.45,72.0,Alto
2024-01-22,Caatinga,24.9,30.7,37.4,0.0,1.6,3,0.45,68.5,Alto
2024-01-23,Caatinga,25.2,31.2,36.4,17.3,2.4,0,0.45,40.2,Moderado
2024-01-24,Caatinga,26.7,33.9,44.5,2.9,2.6,0,0.45,62.4,Alto
2024-01-25,Caatinga,26.4,31.2,34.0,7.7,3.3,0,0.45,57.0,Alto
2024-01-26,Caatinga,26.2,31.9,38.2,0.0,3.8,1,0.45,69.7,Alto
2024-01-27,Caatinga,25.6,30.7,38.2,3.6,2.8,0,0.45,59.3,Alto
2024-01-28,Caatinga,29.2,33.4,45.1,6.3,2.5,0,0.45,56.0,Alto
2024-01-29,Caatinga,26.6,32.2,39.0,0.0,3.6,1,0.45,69.5,Alto
2024-01-30,Caatinga,25.0,30.8,48.2,22.1,2.3,0,0.45,25.6,Baixo
2024-01-31,Caatinga,24.4,31.5,31.3,2.8,2.9,0,0.45,65.9,Alto
2024-02-01,Caatinga,25.1,31.4,42.4,0.0,2.8,1,0.45,65.3,Alto
2024-02-02,Caatinga,23.5,31.0,39.3,10.5,0.2,0,0.45,45.8,Moderado
2024-02-03,Caatinga,26.6,33.3,34.7,0.0,0.5,1,0.45,70.2,Alto
2024-02-04,Caatinga,27.6,33.2,41.4,0.0,1.3,2,0.45,68.9,Alto
2024-02-05,Caatinga,29.0,34.8,46.0,6.9,1.4,0,0.45,55.8,Alto
2024-02-06,Caatinga,24.5,30.7,40.5,10.3,3.1,0,0.45,48.4,Moderado
2024-02-07,Caatinga,26.2,33.5,44.2,0.0,2.7,1,0.45,67.9,Alto
2024-02-08,Caatinga,22.6,28.5,38.0,0.2,2.4,0,0.45,60.1,Alto
2024-02-09,Caatinga,25.6,32.3,40.4,0.0,3.4,1,0.45,68.7,Alto
2024-02-10,Caatinga,24.8,29.0,47.1,13.3,1.9,0,0.45,35.7,Moderado
2024-02-11,Caatinga,29.3,33.3,47.2,1.7,0.4,0,0.45,59.0,Alto
2024-02-12,Caatinga,25.7,30.8,44.8,5.2,2.2,0,0.45,52.7,Moderado
2024-02-13,Caatinga,24.6,31.6,43.8,0.0,2.0,1,0.45,63.9,Alto
2024-02-14,Caatinga,28.7,34.7,43.3,31.0,1.6,0,0.45,21.2,Baixo
2024-02-15,Caatinga,23.3,29.6,39.3,0.0,3.6,1,0.45,64.7,Alto
2024-02-16,Caatinga,26.6,31.7,47.1,5.8,3.8,0,0.45,54.1,Moderado
2024-02-17,Caatinga,30.7,35.4,44.2,0.0,1.5,1,0.45,69.9,Alto
2024-02-18,Caatinga,26.5,30.6,48.2,5.0,2.7,0,0.45,51.4,Moderado
2024-02-19,Caatinga,26.1,32.0,46.2,12.1,3.4,0,0.45,45.2,Moderado
2024-02-20,Caatinga,23.9,31.6,42.9,0.0,4.7,1,0.45,67.6,Alto
2024-02-21,Caatinga,24.8,31.2,42.1,5.1,3.0,0,0.45,56.1,Alto
2024-02-22,Caatinga,25.9,31.3,39.2,7.3,2.6,0,0.45,54.0,Moderado
2024-02-23,Caatinga,26.1,32.7,36.9,0.0,1.4,1,0.45,68.9,Alto
2024-02-24,Caatinga,27.5,34.5,36.7,4.9,3.8,0,0.45,66.2,Alto
2024-02-25,Caatinga,26.6,31.0,48.5,0.0,2.4,1,0.45,60.7,Alto
2024-02-26,Caatinga,27.5,32.9,37.0,0.0,3.0,2,0.45,72.8,Alto
2024-02-27,Caatinga,27.3,32.4,39.4,0.2,3.1,0,0.45,67.2,Alto
2024-02-28,Caatinga,25.8,31.5,43.2,0.0,2.5,1,0.45,64.6,Alto
2024-02-29,Caatinga,24.7,32.3,44.6,0.0,1.3,2,0.45,65.5,Alto
2024-03-01,Caatinga,25.0,31.3,41.6,0.0,2.7,3,0.45,68.6,Alto
2024-03-02,Caatinga,25.8,31.7,35.4,2.4,3.6,0,0.45,65.4,Alto
2024-03-03,Caatinga,26.7,31.9,42.6,8.3,2.6,0,0.45,51.8,Moderado
2024-03-04,Caatinga,26.9,33.4,34.4,0.0,3.0,1,0.45,73.5,Alto
2024-03-05,Caatinga,26.2,31.2,42.4,0.0,3.6,2,0.45,67.5,Alto
2024-03-06,Caatinga,25.1,31.6,44.7,0.0,1.2,3,0.45,65.6,Alto
2024-03-07,Caatinga,26.0,33.3,38.9,0.0,0.7,4,0.45,72.9,Alto
2024-03-08,Caatinga,29.8,35.4,38.5,0.0,3.2,5,0.45,81.5,Critico
2024-03-09,Caatinga,30.0,34.2,45.8,0.0,1.0,6,0.45,74.3,Alto
2024-03-10,Caatinga,24.5,32.0,39.0,10.2,1.0,0,0.45,49.2,Moderado
2024-03-11,Caatinga,22.4,30.4,40.1,0.0,2.7,1,0.45,64.6,Alto
2024-03-12,Caatinga,24.1,31.3,33.0,0.0,1.2,2,0.45,69.9,Alto
2024-03-13,Caatinga,28.9,34.9,31.7,0.0,2.0,3,0.45,79.7,Critico
2024-03-14,Caatinga,22.4,29.6,54.4,0.0,2.7,4,0.45,60.1,Alto
2024-03-15,Caatinga,23.5,31.3,42.0,0.0,1.7,5,0.45,70.4,Alto
2024-03-16,Caatinga,22.5,30.3,38.5,2.1,2.7,0,0.45,60.6,Alto
2024-03-17,Caatinga,22.4,29.5,31.6,1.4,2.7,0,0.45,64.0,Alto
2024-03-18,Caatinga,26.7,33.0,31.4,0.0,1.6,1,0.45,72.7,Alto
2024-03-19,Caatinga,23.2,30.8,38.1,0.0,2.6,2,0.45,67.9,Alto
2024-03-20,Caatinga,28.1,32.3,43.1,0.0,2.4,3,0.45,69.2,Alto
